,Unnamed: 0.1,Unnamed: 0,entity id,alias,synonyms,scientific name,category,molecules
161,161.0,161.0,162,apple,{'apple'},malus,fruit,"{8193, 8194, 229377, 12293, 12294, 1031, 644104, 429065, 1032, 31246, 85519, 527, 31249, 31251, 8723, 5372954, 31260, 31265, 7714, 15394, 31268, 5280804, 12327, 65064, 31272, 6184, 31276, 439341, 13357, 31278, 14896, 5365811, 31284, 31289, 6202, 638011, 65084, 12348, 61503, 8768, 643139, 7749, 5284421, 637511, 72, 12367, 8785, 7762, 72276, 72277, 1110, 61015, 5280343, 7765, 15448, 602, 21596, 7772, 7770, 7775, 5280863, 61020, 612, 637542, 61030, 440936, 1130, 107, 6251, 8815, 12401, 7795, 5367412, 17525, 7797, 7799, 7288, 7800, 8314, 7803, 20083, 7802, 126, 444539, 637566, 62592, 10882, 10885, 9862, 135, 10886, 520326, 8842, 10890, 441484, 33931, 650, 10895, 7824, 445070, 5780, 5284503, 10393, 8857, 1183, 5281, 679, 7847, 441005, 7342, 5364399, 7344, 6436017, 177, 179, 4788, 7858, 180, 7353, 5280443, 8892, 5363388, 702, 10430, 3776, 7361, 14529, 643779, 7362, 6341, 5280445, 445639, 5324489, 18635, 17100, 10957, 8908, 10448, 61137, 8914, 8918, 7895, 7894, 10976, 1549026, 8186, 16617, 17129, 7915, 5281516, 439533, 2733294, 240, 753, 12529, 243, 244, 11508, 11509, 247, 15606, 61177, 6321405, 5280511, 14079, 768, 61185, 6915, 8452, 261, 24838, 11527, 263, 11529, 6405, 784, 8468, 11543, 12571, 284, 798, 11039, 11552, 5284639, 802, 7284, 2345, 12587, 7983, 5315892, 3893, 7991, 5366074, 7997, 12097, 5352770, 323, 638278, 6986, 332, 7501, 637775, 26447, 338, 8021, 13654, 5280598, 13144, 8025, 7002, 22873, 11614, 7519, 1889, 643941, 8038, 9064, 878, 8048, 24433, 22386, 880, 8052, 61812, 5281654, 78199, 11128, 379, 8060, 569214, 8063, 16255, 107905, 5352837, 88454, 8073, 5281162, 5281168, 5282707, 12180, 6549, 14228, 11160, 2969, 5318042, 8091, 8093, 8094, 6560, 6561, 6050, 6054, 5367719, 6568, 8103, 7590, 6569, 5281708, 12206, 12209, 6584, 853433, 6072, 79803, 957, 6590, 222656, 8129, 8130, 107971, 454, 5318599, 8139, 439246, 12756, 24020, 11732, 985, 11230, 8159, 439263, 8158, 7654, 998, 999, 16872, 8167, 68077, 8174, 7150, 8175, 7664, 8180, 62453, 12278, 5352438, 8184, 89594, 7165, 6654}"
162,162.0,162.0,163,apple sauce,{'apple sauce'},malus,fruit,{5311110}
163,163.0,163.0,164,apricot,"{'armenia', ' zardalu'}",prunus,fruit,"{12293, 12294, 1031, 644104, 12810, 12813, 527, 8723, 31253, 7704, 31260, 7710, 7714, 15394, 5280804, 6184, 65064, 12844, 439341, 13357, 31276, 14896, 31283, 5365811, 7222, 31289, 6202, 638011, 31291, 65084, 638014, 61503, 8768, 637511, 72, 8785, 72276, 72277, 1110, 5280343, 7770, 61020, 5280863, 7775, 637542, 17000, 1130, 6251, 107, 7795, 7284, 17525, 7797, 7799, 7288, 8314, 7803, 444539, 637564, 637566, 126, 10882, 442501, 10886, 9862, 10885, 650, 33931, 441484, 445070, 10895, 7824, 5780, 5284503, 8857, 10393, 1183, 9895, 7847, 441005, 7342, 7344, 7858, 4788, 180, 7351, 7353, 5280443, 5363388, 5280445, 14529, 7362, 23235, 643779, 11463, 18635, 17100, 8908, 10448, 8914, 102611, 519382, 7895, 1549018, 1549026, 16617, 17129, 643820, 439533, 2733294, 240, 243, 244, 11509, 12020, 247, 11005, 5280511, 768, 61184, 8452, 24838, 264, 784, 8468, 798, 5284639, 11552, 802, 7460, 22311, 7463, 2345, 7981, 5315892, 3893, 5366074, 5282108, 7997, 323, 638278, 6986, 5365069, 26447, 637775, 159055, 338, 5280598, 13144, 22873, 61275, 1889, 643941, 8038, 9064, 875, 878, 11128, 10106, 8063, 107905, 88454, 5281168, 12178, 12180, 14228, 6549, 2969, 5318042, 8091, 8093, 8094, 6560, 6561, 6050, 6054, 5367719, 6569, 5281708, 12209, 16821, 6072, 853433, 79803, 957, 6590, 8130, 107971, 454, 446925, 439246, 12756, 11230, 8159, 439263, 996, 7654, 999, 16872, 998, 12777, 7150, 8175, 5352438, 12278, 89594, 6654}"
164,164.0,164.0,165,avocado,"{'avocado pear', 'alligator pear'}",persea,fruit,"{644104, 527, 8723, 1049, 31260, 7710, 15394, 6184, 65064, 7720, 439341, 24115, 5365811, 31289, 6202, 638011, 65084, 61503, 8768, 5284421, 637511, 72, 637520, 72276, 72277, 1110, 5280343, 61020, 5280863, 8294, 637542, 1130, 107, 6251, 8815, 7284, 7288, 444539, 637563, 637566, 126, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 1183, 5281, 7847, 441005, 6436017, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 445639, 18635, 17100, 10448, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 16666, 798, 5284639, 11552, 802, 2345, 5315892, 7991, 323, 638278, 6986, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 9064, 875, 878, 8052, 11128, 8063, 107905, 62341, 5281168, 5318042, 8094, 6560, 6561, 6050, 11173, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 957, 8130, 107971, 454, 460, 439246, 1491, 985, 439263, 996, 7654, 999, 998, 7150, 8175, 5283321, 89594}"
165,165.0,165.0,166,babaco,{'babaco'},vasconcellea,fruit,"{62592, 228769, 8130, 61024, 8868, 5363269, 24838, 5352162, 5365992, 61386, 8139, 7824, 5355856, 13204, 12344, 8635, 5352543}"
166,166.0,166.0,167,banana,{'banana'},musa,fruit,"{8193, 12294, 1031, 644104, 1032, 61455, 527, 8723, 31251, 5144, 5319706, 31260, 15394, 6184, 65064, 31276, 439341, 49, 5365811, 31284, 6202, 638011, 65084, 61503, 8768, 21057, 643139, 5284421, 70, 637511, 72, 12367, 7762, 72276, 72277, 1110, 5280343, 529496, 15448, 7770, 61020, 5280863, 7775, 637542, 1130, 6251, 107, 519786, 20083, 7795, 7284, 17525, 7288, 61048, 7802, 444539, 637566, 126, 10882, 6276, 10885, 9862, 520326, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 5281, 7847, 638122, 441005, 7342, 7858, 4788, 180, 226486, 7351, 7353, 5280443, 5363388, 5280445, 702, 3776, 643779, 445639, 18635, 8908, 10448, 61137, 7894, 7895, 10976, 641248, 1549026, 16617, 7915, 439533, 2733294, 240, 244, 11509, 15606, 247, 12020, 11514, 11005, 5280511, 11520, 43263, 768, 6915, 8452, 24838, 11527, 13576, 784, 5366038, 798, 11039, 5284639, 11552, 802, 5364519, 2345, 7981, 7983, 61235, 5315892, 7991, 7997, 323, 5463875, 12613, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 22873, 1889, 643941, 8038, 9064, 878, 8048, 22386, 8051, 11128, 379, 16255, 8063, 107905, 13187, 5352837, 18827, 5281168, 12178, 5282707, 14228, 11160, 5318042, 8093, 8094, 6560, 6561, 6050, 6054, 5367719, 11176, 8103, 6569, 5281708, 522676, 6584, 6072, 853433, 79803, 957, 6590, 8129, 8130, 107971, 454, 246728, 8139, 439246, 985, 8158, 8159, 439263, 8163, 7654, 999, 998, 7150, 8180, 12278, 8184, 89594, 7165}"
167,167.0,167.0,168,beli,"{'bengal quince', 'bael', 'japanese bitter orange', 'golden apple', 'wood apple'}",aegle marmelos,fruit,"{637520, 30771, 5352543}"
168,168.0,168.0,169,byrsonima crassifolia,"{'savanna serret', 'golden spoon', 'serrette', 'nanche', 'changunga'}",byrsonima,fruit,{5364578}
169,169.0,169.0,170,cashew apple,{'cashew apple'},anacardium,fruit,"{6274, 13357, 7150, 7824, 7795, 10430, 560255}"
170,170.0,170.0,171,cherimoya,{'custard apple'},annona,fruit,"{61953, 8194, 644104, 5352461, 527, 61455, 44229138, 8723, 7193, 31260, 3102, 7710, 15394, 6184, 65064, 31276, 439341, 13357, 14896, 5365811, 6202, 31291, 638011, 65084, 61503, 8768, 637511, 72, 72276, 72277, 1110, 7770, 18522, 7772, 61020, 5280863, 612, 637542, 1130, 107, 519786, 6251, 7795, 7284, 7288, 444539, 637566, 126, 560255, 10883, 10885, 9862, 650, 33931, 441484, 445070, 7824, 5284503, 10393, 8857, 1183, 7847, 61098, 441005, 6508206, 64685, 7341, 5364399, 7858, 4788, 180, 5280443, 5363388, 5280445, 10430, 98497, 643779, 18635, 10448, 8914, 1549026, 16617, 5281515, 643820, 5281516, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 24838, 784, 5281553, 522514, 247573, 5366038, 798, 11039, 5284639, 11552, 802, 22311, 2345, 5315892, 8500, 3893, 9016, 323, 12613, 638278, 5363526, 6986, 6989, 637775, 159055, 26447, 338, 5280598, 13144, 22873, 1889, 643941, 9064, 875, 878, 11124, 11128, 379, 107905, 5367681, 13187, 12180, 6549, 11160, 5318042, 8091, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 439246, 7646, 439263, 8158, 7650, 7651, 7654, 999, 16872, 998, 7148, 7150, 89594, 6654}"
171,171.0,171.0,172,coconut,{'coconut'},cocos nucifera,fruit,"{1032, 644104, 12810, 527, 8723, 1049, 31260, 8222, 7710, 15394, 6184, 12844, 439341, 31283, 31284, 5365811, 7222, 31289, 6202, 638011, 61503, 8768, 5284421, 637511, 72, 12367, 1110, 15448, 61020, 5280863, 637542, 520296, 1130, 107, 6251, 12398, 12401, 20083, 7795, 7284, 12403, 7799, 7800, 7288, 444539, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 219794, 5284503, 10393, 8857, 1183, 5281, 7847, 441005, 7858, 179, 4788, 180, 26808, 22201, 5280443, 8892, 5363388, 5280445, 7361, 643779, 445639, 18635, 10448, 26331, 25310, 10976, 1549026, 439533, 240, 244, 11509, 12534, 247, 11005, 5280511, 14079, 768, 8452, 784, 8468, 61204, 16666, 798, 5284639, 11552, 802, 22311, 2345, 5315892, 3893, 25915, 12097, 323, 638278, 6986, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 11622, 878, 22386, 8051, 11635, 61303, 11128, 379, 8063, 13187, 402, 13204, 5318042, 8091, 8094, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 14778, 79803, 957, 8130, 107971, 454, 8139, 439246, 8655, 14296, 985, 8158, 439263, 8163, 7654, 999, 998, 12777, 7150, 8175, 8180, 89594}"
172,172.0,172.0,173,currant,{'currant'},ribes,fruit,"{1032, 18827, 7695, 5281553, 19602, 5284507, 7710, 6560, 6561, 11173, 7462, 31276, 10797, 8365, 14896, 31289, 8892, 6590, 10430, 14529, 8129, 246728, 7501, 170833, 8914, 519382, 12508, 61020, 12257, 8163, 8038, 7654, 12777, 61054, 643820, 7165, 6654}"
173,173.0,173.0,174,black currant,{'black currant'},ribes,fruit,"{644104, 1032, 31244, 7695, 527, 8723, 31253, 5372954, 522266, 31260, 7710, 31265, 15394, 5280804, 4133, 6184, 65064, 10282, 31272, 1068, 439341, 10797, 31276, 14896, 5365811, 31289, 5320250, 638011, 6202, 65084, 61503, 8768, 8257, 637511, 72, 7762, 72276, 72277, 1110, 5280343, 61020, 5280863, 7778, 637542, 1130, 6251, 107, 7795, 7284, 7288, 444539, 637566, 126, 61054, 442495, 442501, 9862, 135, 8842, 33931, 441484, 650, 445070, 7824, 19602, 5284503, 8857, 10393, 5284507, 1183, 7847, 8365, 6508206, 79023, 441005, 7858, 4788, 180, 5280443, 5363388, 8892, 10430, 702, 5280445, 14529, 643779, 2758, 11463, 5324489, 18635, 17100, 8908, 10448, 8914, 102611, 89594, 519382, 27866, 12508, 381152, 1549025, 445154, 1549026, 5281515, 7915, 439533, 643820, 240, 54670067, 244, 11509, 12020, 247, 520440, 5280511, 768, 8452, 263, 264, 102667, 784, 5281553, 61209, 798, 5284639, 11552, 802, 7460, 7462, 22311, 7463, 2345, 5315892, 8500, 9017, 5366074, 7997, 323, 325, 638278, 6986, 6988, 7501, 26447, 637775, 170833, 338, 5280598, 13144, 11614, 1889, 643941, 8038, 9064, 878, 22386, 526195, 8051, 11128, 8063, 5463936, 107905, 18818, 11142, 5281670, 8073, 18827, 5281167, 5281168, 12178, 12180, 6549, 5318042, 8094, 62367, 6560, 6561, 6050, 11173, 6054, 5367719, 6568, 6569, 5281708, 61362, 6584, 6072, 853433, 79803, 111037, 6590, 8129, 26049, 107971, 8130, 454, 246728, 439246, 6616, 11230, 439263, 12257, 8163, 996, 7654, 999, 998, 12777, 7150, 62453, 18938, 7165, 6654}"
174,174.0,174.0,175,red currant,{'red currant'},ribes,fruit,"{1032, 644104, 7695, 527, 8723, 5372954, 31260, 7710, 15394, 5280804, 4133, 6184, 65064, 31276, 439341, 10797, 14896, 5365811, 31289, 6202, 638011, 65084, 61503, 8768, 637511, 72, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 1130, 107, 6251, 7284, 7288, 444539, 61054, 126, 637566, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 5284507, 1183, 7847, 441005, 8365, 7858, 4788, 180, 5280443, 8892, 5363388, 10430, 5280445, 14529, 643779, 18635, 10448, 8914, 519382, 12508, 445154, 1549026, 643820, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 5281553, 798, 5284639, 11552, 802, 7462, 2345, 5315892, 323, 638278, 6986, 7501, 637775, 26447, 170833, 338, 5280598, 13144, 1889, 643941, 8038, 9064, 6506, 875, 878, 11128, 107905, 5281670, 18827, 5318042, 8094, 6560, 6561, 6050, 11173, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 6590, 8129, 8130, 107971, 454, 246728, 439246, 439263, 12257, 8163, 7654, 999, 998, 12777, 7150, 89594, 7165, 6654}"
175,175.0,175.0,176,white currant,{'white currant'},ribes,fruit,"{1032, 18827, 7695, 5281553, 19602, 5284507, 7710, 6560, 6561, 11173, 7462, 31276, 10797, 8365, 14896, 31289, 8892, 6590, 10430, 14529, 8129, 246728, 7501, 170833, 8914, 519382, 12508, 61020, 12257, 8163, 8038, 7654, 12777, 61054, 643820, 7165, 6654}"
176,176.0,176.0,177,dates,{'date palm'},date palm,fruit,"{644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 1110, 5280343, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 444539, 637566, 126, 560255, 6274, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 25310, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 8468, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 878, 11128, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 446925, 439246, 439263, 7654, 999, 998, 7150, 89594}"
177,177.0,177.0,178,durian,{'durian'},durio,fruit,"{1032, 644104, 31245, 527, 85522, 8723, 35349, 5283356, 31260, 15394, 6184, 439341, 13357, 5365811, 638011, 61503, 8768, 637511, 72, 78925, 1110, 61020, 5280863, 637542, 1130, 107, 77932, 6251, 7284, 8821, 7288, 444539, 7803, 637564, 637566, 126, 9862, 650, 33931, 441484, 445070, 7824, 19602, 5284503, 10393, 8857, 1183, 7847, 7848, 441005, 80046, 7858, 4788, 180, 5280443, 5363388, 15037, 5280445, 7361, 643779, 18635, 10448, 5321950, 61663, 61664, 1549026, 439533, 240, 7921, 61171, 244, 11509, 247, 75515, 5280511, 768, 8452, 65290, 784, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 637775, 26447, 338, 5280598, 13144, 77151, 1889, 643941, 878, 22383, 61808, 19310, 11124, 78199, 11128, 522111, 5281162, 5281163, 12170, 5318042, 8091, 6561, 6050, 6054, 5367719, 6569, 5281708, 62897, 7095, 6072, 853433, 79803, 8130, 107971, 454, 246728, 12748, 439246, 14296, 439263, 53425122, 7654, 999, 998, 7150, 7151, 8175, 62453, 89594, 123388}"
178,178.0,178.0,179,elderberry,{'elder'},sambucus nigra,fruit-berry,"{5634, 644104, 527, 8723, 31251, 31253, 31260, 15394, 5280804, 4133, 6184, 31272, 31276, 439341, 31283, 5365811, 6202, 638011, 61503, 8768, 7749, 5363269, 637511, 72, 1110, 5280343, 61020, 5280863, 612, 12389, 637542, 1130, 107, 6251, 12398, 12401, 12403, 7284, 7288, 444539, 7803, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8858, 8857, 1183, 7847, 441005, 8365, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 6341, 18635, 17100, 10448, 7894, 27866, 641248, 1549026, 7909, 5281515, 643820, 439533, 240, 244, 11509, 12534, 247, 520440, 5280511, 768, 8452, 784, 5281553, 16666, 798, 5284639, 11552, 802, 22311, 2345, 5315892, 3893, 7991, 12097, 323, 638278, 6986, 6989, 637775, 26447, 338, 5280598, 13144, 61275, 1889, 643941, 878, 11635, 11128, 379, 5367681, 5281167, 5281168, 6549, 5318042, 6428573, 8094, 6558, 6560, 6561, 6050, 11173, 6054, 5367719, 6569, 5281708, 61362, 6072, 853433, 79803, 8130, 107971, 454, 8139, 439246, 11732, 6433750, 11230, 439263, 637920, 8158, 8163, 7654, 999, 998, 7150, 89594, 7165, 6432254}"
179,179.0,179.0,180,feijoa,"{'guavasteen', 'pineapple guava'}",acca sellowiana,fruit,"{644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 60979, 638011, 61503, 8768, 643139, 637511, 72, 1110, 529496, 61020, 5280863, 637542, 1130, 6251, 107, 519786, 7284, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 8365, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 1549026, 17129, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 798, 5284639, 11552, 802, 2345, 8499, 5315892, 323, 638278, 6986, 26447, 637775, 338, 13654, 5280598, 13144, 1889, 643941, 11622, 878, 61303, 11128, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 10680, 79803, 8130, 107971, 454, 439246, 439263, 8163, 7654, 999, 998, 7150, 89594}"
180,180.0,180.0,181,fig,{'fig'},ficus carica,fruit,"{644104, 527, 4114, 8723, 31253, 31260, 31265, 15394, 5280804, 4133, 6184, 65064, 10795, 31276, 439341, 14896, 5365811, 31289, 6202, 638011, 65084, 638014, 61503, 8768, 7749, 637511, 72, 8785, 7762, 72276, 72277, 1110, 5280343, 61020, 5280863, 8294, 637542, 1130, 107, 6251, 61041, 7284, 7288, 444539, 637566, 126, 10882, 442501, 9862, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 1183, 7847, 9895, 441005, 7342, 6436017, 7858, 179, 4788, 180, 5280443, 5363388, 5280445, 643779, 6654, 5317319, 18635, 10448, 8914, 1549018, 25310, 1549026, 5281515, 439533, 240, 244, 11509, 247, 11514, 5280511, 768, 8452, 784, 5281553, 8468, 798, 5284639, 11552, 802, 22310, 22311, 7463, 2345, 5315892, 5366074, 7997, 323, 638278, 5315912, 6986, 332, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 8038, 9064, 1713001, 875, 878, 8051, 11128, 379, 107905, 18818, 7047, 18827, 5281167, 5281168, 12180, 6549, 5318042, 8093, 8094, 82336, 6560, 6050, 6561, 6054, 5367719, 8103, 7590, 6569, 5281708, 5352876, 12209, 6072, 853433, 6584, 79803, 957, 8129, 8130, 107971, 454, 439246, 1549778, 12756, 24020, 985, 439263, 7654, 999, 998, 7150, 5283321, 89594, 1550846}"
181,181.0,181.0,182,grape,{'grape'},vitis,fruit,"{5283329, 62465, 61953, 5364231, 644104, 429065, 1031, 527, 8723, 31251, 5372954, 5319706, 31260, 7711, 15394, 18467, 5280804, 31268, 4133, 12327, 6184, 65064, 5364778, 31276, 439341, 31278, 15406, 31283, 31284, 5365811, 31289, 6202, 638011, 65084, 638014, 61503, 8768, 637511, 72, 5319754, 7762, 72276, 72277, 1110, 5280343, 61020, 5280863, 7775, 612, 637542, 5363817, 1130, 6251, 107, 519786, 7795, 7284, 17525, 7797, 7288, 8314, 7803, 444539, 637566, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 10895, 7824, 6450832, 19602, 249494, 5284503, 8857, 10393, 1183, 7847, 7852, 441005, 7342, 7344, 6436017, 7858, 4788, 180, 7351, 5280443, 5363388, 5280445, 10430, 7362, 643779, 5370052, 6341, 445639, 18635, 17100, 8908, 5280462, 61135, 10448, 8914, 102611, 7894, 7895, 8918, 6874, 6877, 61151, 10976, 61665, 445154, 1549026, 1549025, 7909, 16617, 7915, 5281516, 439533, 643820, 240, 7409, 7410, 244, 11509, 5370101, 247, 61177, 11005, 5280511, 768, 6915, 8452, 24838, 11527, 784, 522514, 8468, 798, 5284639, 11552, 5373729, 802, 7462, 22311, 11559, 2345, 5315892, 3893, 7991, 5366074, 7997, 12097, 323, 638278, 326, 5363526, 6986, 332, 7501, 26447, 637775, 32594, 338, 8021, 6998, 342, 13144, 22873, 7002, 61275, 5280598, 1889, 643941, 8038, 9064, 875, 61293, 878, 19309, 8048, 22386, 8051, 61814, 11128, 379, 569214, 16255, 8063, 107905, 13187, 7043, 5281162, 18827, 61325, 12180, 14228, 6549, 2969, 5318042, 8091, 8093, 8094, 7583, 6560, 6561, 6050, 6558, 11173, 6054, 5367719, 8103, 6569, 5281708, 12209, 6584, 6072, 8122, 8635, 79803, 957, 6590, 853433, 16832, 8130, 107971, 454, 5318599, 61386, 8139, 6440397, 439246, 8655, 446925, 11732, 985, 7643, 8158, 439263, 12257, 996, 7654, 999, 16872, 1001, 7658, 998, 522214, 7150, 8180, 5283316, 5352438, 12278, 5366264, 89594, 221691}"
182,182.0,182.0,183,guava,{'guava'},psidium guajava,fruit,"{31234, 644104, 429065, 4564493, 12813, 5352463, 527, 5352973, 8723, 5283349, 31253, 31260, 7710, 31265, 7714, 15394, 5280804, 6184, 31272, 5364778, 8748, 439341, 31276, 14896, 31283, 5365811, 60979, 7222, 31289, 5320250, 638011, 6202, 16441, 638014, 65084, 61503, 8768, 5366844, 643139, 7749, 6213, 637511, 72, 5319754, 12366, 12367, 5366352, 637520, 7762, 440917, 1110, 5280343, 18522, 5352539, 61020, 5362782, 5352543, 5280863, 612, 637542, 1130, 6251, 62572, 107, 77932, 7795, 7284, 17525, 1140, 7799, 7800, 7288, 8314, 444539, 61052, 126, 11902, 637566, 10882, 442501, 9862, 8842, 33931, 441484, 650, 445070, 7824, 19602, 643731, 5284503, 8857, 10393, 5284507, 1183, 5281, 7847, 14505, 441005, 6508206, 7858, 4788, 180, 26808, 5280443, 5363388, 8892, 10430, 5280445, 519361, 30914, 643779, 196, 7362, 2758, 11463, 445639, 5317319, 18635, 17100, 8908, 10448, 8914, 7895, 25310, 1549026, 89316, 5281515, 5281516, 439533, 2733294, 240, 244, 11509, 15094, 247, 12020, 11005, 5280511, 768, 6915, 8452, 263, 784, 5281553, 8468, 16666, 798, 5284639, 11552, 802, 7462, 22311, 7976, 7463, 6428458, 12587, 2345, 8499, 5315892, 7476, 8500, 3893, 7997, 10558, 637758, 12097, 323, 638278, 5315912, 6986, 7501, 26447, 637775, 338, 5280598, 13144, 22873, 12305247, 1889, 356, 643941, 8038, 19309, 878, 19310, 8048, 22386, 8051, 11124, 6086514, 11126, 5281654, 11128, 379, 8063, 13187, 7043, 18827, 5281168, 5282707, 12180, 6549, 2969, 5318042, 5367706, 8094, 6560, 6561, 6050, 11173, 7590, 5367719, 8103, 6054, 6569, 5281708, 31225, 31226, 16821, 6584, 6072, 8122, 79803, 853433, 957, 6590, 111037, 8130, 107971, 454, 5318599, 12232, 246728, 446925, 439246, 403919, 12756, 6616, 985, 62424, 8158, 439263, 8163, 8164, 996, 7654, 999, 998, 7150, 7151, 8175, 11251, 8180, 5352438, 12278, 5283321, 89594, 7165, 6654}"
183,183.0,183.0,184,hogplum,"{'gully plum', 'coolie plum', 'true yellow mombin', 'jobo', 'ambaralla', 'java plum', 'hug plum', 'golden apple', 'yellow mombin', 'spanish plum'}",spondias,fruit,"{644104, 527, 8723, 31260, 15394, 4133, 6184, 439341, 5365811, 638011, 61503, 8768, 637511, 72, 1110, 61020, 5280863, 637542, 1130, 6251, 62572, 107, 7284, 17525, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 261, 784, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 22873, 1889, 643941, 61293, 878, 11128, 8063, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 5054, 8130, 107971, 454, 439246, 439263, 7650, 7654, 999, 998, 7150, 89594}"
